Rut;Nombre;Direccion;Direccion2;Ciudad;Pais;Contacto;Contacto2;Fax;Telefono
89515900-K;RODAMENDEZ LTDA.;URMENETA # 955;;Santiago;Chile;;;65-351012;65-351010
89689900-7;DE VICENTE PLASTICOS S.A.;Los Nogales 661 Lampa;;;Chile;;;;
89696400-3;RESITER S.A;AVDA.JOAQUIN PRIETO VIAL 9750;;EL BOSQUE;Chile;RAIMUNDO ILLANES;;;
90060000-3;CIA. MOLINERA SAN CRISTOBAL S.A.;EXPOSICION 1657;;ESTACION CENTRAL;Chile;;;;
90703000-8;NESTLE CHILE S.A.;AV. LAS CONDES 11287 -  APARTADO 2817;;LAS CONDES;Chile;;;;
90727000-9;Empresas Demaría S.A.;Limache 3535;;El Salto;Chile;Claudio Olivares;;56 32 2679171;56-32 - 2267225
90844000-5;KUPFER HERMANOS S.A.;AV. PARQUE IND. RECONDO 1005;;Santiago;Chile;;;65-477623;65-477628
91004000-6;Productos Fernandez SA;11 Oriente 1470;;Talca;Chile;Octavio Abarca;;;(72) 224430
91438000-6;CAMBIASO HNOS SAC;AVDA. BRASIL 2492;;VALPARAISO;Chile;;;;
91489000-4;FINNING CHILE S.A;PANAMERICANA NORTE 1045;;Santiago;Chile;;;65-347106;65-347100
91672000-9;EXPORT. E IMPORT. MIGUEL DEPOLO S.A.;FIDEL OTEIZA 1956 P14;;SANTIAGO;Chile;IVO IVANAC;;;
91672000-9;EXPORT. E IMPORT. MIGUEL DEPOLO S.A.;FIDEL OTEIZA 1956 P14;;SANTIAGO;Chile;MARI BACHUR;;;
91974000-0;ALFA CHILENA ALIMENTOS LIMITADA;AVDA. LAS AMERICAS  700;;CERRILLOS;Chile;;;;
92091000-9;UNILEVER CHILE S.A.;CARRASCAL 3551-6410;;QUINTA NORMAL;Chile;;;;
92207000-8;MATHIESEN S.A.C.;AV. DEL PARQUE n° 4265 Ciudad Empresarial;;Huechuraba;Chile;Carola;;2-6405700;22-6405651
92279000-0;CONSERVERA PENTZKE S.A.;AV. BDO. O'HIGGINS 310;;SAN FELIPE;Chile;;;;34-491300
92357000-4;SARGENT S.A.;MANUEL RODRIGUEZ 245-B;;Santiago;Chile;;;65-299055;65-275550
92723000-3;CORESA S.A.;SAN NICOLAS 630;;Santiago;Chile;;;02-5108892;
92744000-8;CECINAS WINTER S.A.;MONTREAL 4561;;SAN MIGUEL;Chile;;;;
92845000-7;CARLOS CRAMER PROD. AROM. SACI;LUCERNA Nº 4925;;CERRILLOS;Chile;;;;
92874000-5;FERRETERIAS WEITZLER S.A.;ANTONIO VARAS Nº 1112;;Santiago;Chile;;;65-251741;65-253548
92975000-4;INAMAR LTDA.;MIRAFLORES 8425;;SANTIAGO;Chile;JUAN;;;
92975000-4;INAMAR LTDA.;MIRAFLORES 8425;;SANTIAGO;Chile;ELIZABETH;;;
92999000-5;IMPORTADORA Y DISTRIB. ARQUIMED LTDA;ARTURO PRAT # 828;;Santiago;Chile;;;63-210197;2-6346266
93075000-K;IMPORTADORA TECNICA VIGNOLA S.A.I.C.;RENGIFO # 862;;Santiago;Chile;;;65-367454;65-367454
93441000-9;DUCASSE COMERCIAL LTDA.;URMENETA # 996;;Santiago;Chile;;;65-263929;65-263930
93913000-4;INDUSTRIA MECANICA VOGT;CALLE ACHAO #618;;Santiago;Chile;;;65-438762;65-438760
94623000-6;SODEXO CHILE S.A.;AVDA.SANTA MARIA Nº0824, PROVIDENCIA    ;;Santiago;Chile;;;6870202;65-350296
95214000-0;Nutrición y Alimentos S.A.;Avenida Lo Espejo 01565, bodega 1437  Lo Espejo, Santiago.;;Lo Espejo;Chile;Leonardo;;;
95730000-6;Laboratorios Prater;Av Pedro Aguirre Cerda 5291 Stgo;;SANTIAGO;Chile;;;;
96501500-0;PLASTIGEN S.A.;SANTA INES 436;;Santiago;Chile;;;65-257553;65-257515
96506730-2;GRANOTEC CHILE S.A.;El Rosal 4644;;Huechuraba;Chile;Ximena;;;
96507490-2;SOLTEX CHILE S.A.;MARCO POLO 9038 MODULO 19 FLEX CENTER;;HUALPEN;Chile;Cristian Munoz;;;
96507490-2;SOLTEX CHILE S.A.;MARCO POLO 9038 MODULO 19 FLEX CENTER;;HUALPEN;Chile;ALVARO MUÑOZ;;;
96511330-4;PURATOS CHILE;AVDA. AEROPUERTO 9790;;CERRILLOS;Chile;;;;
96512460-8;Duas Rodas Chile SpA;CAMINO EL OTOÑO 250 EL TAQUERAL;;Lampa;Chile;;;;
96522880-2;BEL-RAY CHILE LTDA;EL ROSAL # 4590;;Huechuraba;Chile;;;2-5949966;2-5949900
96523180-3;OPCIONES S.A.;SEMINARIO # 372;;PUERTO MONTT;Chile;MANUEL BRUNET;;;65-484658
96523180-3;OPCIONES S.A.;SEMINARIO # 372;;PUERTO MONTT;Chile;JIMENA MANCILLA;;;65-484658
96523560-4;NAMAZUCAR S.A.;AV. PROVIDENCIA 2370 OF.31;;Providencia;Chile;;;;2333353
96525710-1;PRECISION SERVICIO S.A.;Bernardino 1057;;Puerto Montt;Chile;;;65-314848;65-511421
96528740-K;Invertec Foods S.A.;5682;;;Chile;;;;
96528740-K;INVERTEC FOODS S.A.;Avenida Carlos Condell 1751, Rengo;;Rengo;Chile;;;;
96540700-6;IMATESA S.A.;SANTA ROSA #5699;;SAN MIGUEL;Chile;ARTURO REYES;;;
96540700-6;IMATESA S.A.;SANTA ROSA #5699;;SAN MIGUEL;Chile;MARIA EUGENIA PARRA;;;
96545450-0;DERCOMAQ S.A;AV. AMERICO VESPUCIO #1838;;Santiago;Chile;;;65-260254;65-255595
96556930-8;SODEXHO PASS CHILE S.A.;AVDA.SANTA MARIA Nº0824, PROVIDENCIA    ;;Santiago;Chile;;;6870202;65-350296
96559930-4;TKF ALIMENTOS;RAMON FREIRE 50 P.IND. LOS LIBERTADORES;;COLINA;Chile;;;;
96563630-7;BAYAS DEL SUR S.A.;RUTA 5 SUR KM.950 BOX 157;;PURRANQUE;Chile;;;;
96569690-3;TRESMONTES S.A. INACTIVO;FREIRE 321;;VALPARAISO;Chile;;;;
96590000-4;AGROINDUSTRIAL EL PAICO SA;AVDA. LOS LIBERTADORES 1714;;EL PAICO;Chile;;;;
96591040-9;EMPRESAS CAROZZI S.A.;CAMINO LONGITUDINAL SUR 5201,;;SAN BERNARDO;Chile;;;;
96599680-K;CORPORACION TECNICA DE FLUIDOS S.A;Avda La Montaña 58 Loteo Industrial Los Libertadores;;Colina;Chile;MIGUEL TORRES;;;
96599680-K;CORPORACION TECNICA DE FLUIDOS S.A;Avda La Montaña 58 Loteo Industrial Los Libertadores;;Colina;Chile;VICTOR MARQUES;;;
96607990-8;;Ruta Cabrero km 51,6;;Concepción;Chile;;;;
96609040-5;Extractos Naturales Gelymar S.A.;Av.Pedro de Valdivia Norte 0129;;Providencia;Chile;;;;
96616380-1;Mane Chile S.A.;Alcalde Guzmán 1450;;Quilicura;Chile;Paz Salas;;;229253600
96621640-9;INSTITUTO PROFESIONAL AIEP SpA;O¨Higgins 201 Mall Center;;;Chile;Carlos;;;56 75 2 574510
96625250-2;FRANKONIA CORP. IMPORT. Y EXPORT. LTDA;LUIS CARRERA 1263 OF. 103;;Santiago;Chile;;;2-3718903;2-3718902
96627500-6;DANISCO CHILE S.A.;LONGITUDINAL SUR KM 1078.6;;CALBUCO;Chile;;;65-259944;65-259933
96628870-1;Industria de Productos Alimenticios S.A. - IPAL;Santa Elena N°1970;;Santiago;Chile;Rosa Olavarría;;;
96630110-4;ECOVIDA S.A.;Las Araucarias 2861;;Quilicura;Chile;Carolina;;;22 7193189
96647600-1;BAKELS CHILE S.A.;LAS ESTERAS NORTE 2751;;QUILICURA;Chile;;;;
96662540-6;CONTAINER OPERATORS S.A;CAMINO A TRAPEN K1;;PUERTO MONTT;Chile;JAVIER URZUA;;212281;
96662540-6;CONTAINER OPERATORS S.A;CAMINO A TRAPEN K1;;PUERTO MONTT;Chile;JACQUELINE MALDONADO;;212281;
96665460-0;GOOD FOOD S.A.;Av. Balmaceda 3050;;Peñaflor;Chile;;;;
96678110-6;DITZLER CHILE LTDA;CAMINO SANTA MARIA Nº2001;;Maipu;Chile;;;;
96691060-7;KSB CHILE S.A.;MARCOPOLO # 9038- LOCAL 1 FLEXENTER;;Santiago;Chile;;;41-2408001;2-6778300
96692430-6;INTRONICA  S.A;GUARDIA  VIEJA # 181 OFICINA 401;;Santiago;Chile;;;2-2316700;2-9274400
96709790-K;CIENTEC INSTRUMENTOS CIENTIFICOS S.A.;AV. MIGUEL CLARO # 815;;Santiago;Chile;;;2-2350302;2-2350085
96711590-8;MANANTIAL S.A.;LOS ROBLES Nº540, QUILICURA             ;;Santiago;Chile;;;7391092;94-3100221
96733580-0;MACRO FOOD S.A.;CAMINO LA VARA PONIENTE 03945;;SAN BERNARDO;Chile;;;;7133333
96764340-8;IVENS S.A.;AVDA LOS LEONES 3028 ÑUÑOA;;Santiago;Chile;;;2-3608101;
96776210-5;QUIMAGRO S.A.;DEPARTAMENTAL 935;;LO ESPEJO;Chile;;;;
96808700-2;BERMAD FLUID SOLUTIONS S.A.;CARRETERA SAN MARTIN # 16500 SITIO 30;;COLINA;Chile;SAMUEL AEDO;;;
96808700-2;BERMAD FLUID SOLUTIONS S.A.;CARRETERA SAN MARTIN # 16500 SITIO 30;;COLINA;Chile;LUIS ROA VIDAL;;;
96817150-K;SERTRONIK INGENIERIA ELECTRICA S.A.;VICUÑA MACKENA 8995;;LA FLORIDA;Chile;FELIPE;;;
96821230-3;NEOGEL S.A.;CAMINO A PARGUA KM 25;;PUERTO MONTT;Chile;;;;4788080
96824110-9;DISAL CHILE SANITARIOS PORTABLES LTDA;APIASMONTT PARCELA 7;;Santiago;Chile;;;;65-385178
96831480-7;Pesquera Pacific Star S.A.;Bernardino #1990;;Puerto Montt;Chile;Andrés;;;65-2267000
96847540-1;Alimentos OSKU S.A.;Américo Vespucio Interior 300;;Quilicura;Chile;Roberto;;;22 739 0440
96582680-7;INTERMEC CHILE S.A;CORONEL 2330;;PROVIDENCIA;Chile;;;;22341419
96857970-3;STOLLER DE CHILE SPA;Ruta 5 Sur Km 192;;;Chile;JOAQUIN;;;
96873090-8;Novafoods S.A.;Av Quilin 4000;;Macul;Chile;Alexis Campos (Desarrollo de productos);;;2947252
96879780-8;Algina Inversiones S.A.;Av. Pedro de Valdivia Norte N° 061;;Providencia;Chile;;;;02-2478.80.00
96879820-0;ALGINA INMOBILIARIA Y AGRICOLA S.A.;AV. PEDRO DE VALDIVIA NORTE 061;;PROVIDENCIA;Chile;;;3347116;
96881100-2;NUTRAPHARM S.A.;BERNARDO OHIGGINS 156, CENTRO INDUSTRIAL LOS LIBERTADORES, COLINA;;Colina;Chile;JAQUELINe;;;24069338
96881100-2;NUTRAPHARM S.A.;BERNARDO OHIGGINS 156, CENTRO INDUSTRIAL LOS LIBERTADORES, COLINA;;Colina;Chile;yasna;;;24069338
96889540-0;DORIN SERVICIOS LTDA;AVENIDA LA PAZ 415;;Santiago;Chile;;;65-232046;65-232042
96889950-3;GARMENDIA MACUS S.A.;CAMINO LATERAL S/N PARQUE IND. RECONDO;;Santiago;Chile;;;65-383403;65-385409
96893470-8;BATERIAS TUBULAR S.A.;Avda. Chena #12624;;San Bernardo;Chile;ELISABETH BADILLA;;;
96900690-1;AGROFOODS CENTRAL VALLEY CHILE S.A.;PARCELA 6 SANTA ELENA;;;Chile;;;;72 230209
96904480-3;MANUFACTURAS ECASO S.A.;LONGITUDINAL SUR KM. 255;;Santiago;Chile;Fernando;;71-260462;71-208611
96912440-8;PATAGONIAFRESH S.A.;PARQUE INDUSTRIAL S/N;;SAN FERNANDO;Chile;;;;
96928510-K;EMPRESAS LIPIGAS S.A.;APOQUINDO #5400 PISO 15;;LAS CONDES;Chile;;;;2366709
96951450-8;FESTO S.A.;BENAVENTE # 810;;Santiago;Chile;;;65-314860;65-348921
96966730-4;TRANSMEC OVERSEAS CHILE S.A.;Rosario Sur 91. Of.601;;Las Condes;Chile;;;22127622;23478200
96971110-9;LUREYE ELECTROMECANICA SpA;Av. Vicuña Mackenna 1503-1547;;Santiago;Chile;GONZALO;;;
96980910-9;PRECISION S.A.;CALLE BERNARDINO #1057 PARQUE IND, SAN ANDRES;;Puerto Montt;Chile;;;65-262953;260722
96989690-7;LASEM CHILE S.A.;LOS INDUSTRIALES 2846;;MACUL;Chile;;;;
96993560-0;Importadora y exportadora Girona S.A.;San Pedro 9695;;Pudahuel;Chile;;;;
96993670-4;VICTOR KURTEN (INV.PATAGONIA);;;;Chile;;;;
96994510-K;SOCIEDAD INDUSTRIAL Y COMERCIAL DE LÁCTEOS Y ENERGÍA S.A.;Avenida Arturo Prat s/n Sector La Turbina;;Purranque;Chile;Peggy;;;56 64 2350 112
96999930-7;KITCHEN CENTER SPA;Av. El Salto 3485;;RECOLETA;Chile;;;;
99500660-K;ALIMENTOS VALLE CENTRAL S.A.;Ebro #2740 Of. 604;;Las Condes;Chile;Ana;;;2355 22 00
99510910-7;SEGURYCEL S.A.;EJERCITO # 740;;SANTIAGO;Chile;MIGUEL HERNANDEZ;;;
99512120-4;SECURITAS S.A.;AV. LOS CONQUISTADORES N°2397;;PROVIDENCIA;Chile;;;;
99513590-6;EMAN S.A.;AV. BRASIL 650;;;Chile;;;;045-472161
99520000-7;COMPAÑIA DE PETROLEOS DE CHILE COPEC S.A;SERRANO # 14;;Santiago;Chile;;;65-257065;41-2445517
99524690-2;DISTRIBUIDORA DE ALIMENTOS CHILE S.A;DIEGO DE ALMAGRO NORTE 1514;;;Chile;;;65-430575;2-8272027
99539070-1;BARTECH S.A.;AVDA SIMON BOLIVAR 2389;;SANTIAGO;Chile;LILIANA TAPIA;;;
99544460-7;ACUAPLUS S.A.;LA VARA SENDA SUR KM.2;;PUERTO MONTT;Chile;VIVIANA VASQUEZ;;;
99544460-7;ACUAPLUS S.A.;LA VARA SENDA SUR KM.2;;PUERTO MONTT;Chile;EVELYN BROWN;;;
99545960-4;ECOFIBRAS S.A.;Las acarias N° 731;;SANTIAGO;Chile;;;;
99563240-3;DISTRIBUIDORA Y COMERCIAL SUR S.A.;CIRCUNVALACION 275-B;;PUERTO MONTT;Chile;EDGARDO;;;065-2367460
99563240-3;DISTRIBUIDORA Y COMERCIAL SUR S.A.;CIRCUNVALACION 275-B;;PUERTO MONTT;Chile;TAMARI;;;065-2367460
99583540-1;QUIMICA XETAM S.A.;Av. Luis Thayer Ojeda 732;;Santiago;Chile;;;2-3334723;2-3334625
99583940-7;MAMUT S.A;Pacifico N° 2540;;SANTIAGO;Chile;;;;
99591920-6;LEGNO S.A;ANDES 4137;;QUINTA NORMAL;Chile;Angelo Cannoni;;;
