Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Medio_envio;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura
O;2218;2016-8-25;GEL 2016-BA;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;Aéreo;USD;120 Días Fecha Factura;;IVA_EXE;6;Análisis S.;;;TEL AVIV, BEN GORYON AIRPORT;CIP;104511;2016-8-31
O;2221;2016-8-26;GEL AS-03/16;;35003401-3C;Nº 44, THALAWATHUGODA ROAD,;PITAKOTTE;Marítimo;USD;TT IN ADVANCE NO USAR;;IVA_EXE;20;Análisis S.;;;SRI LANKA;CFR;104590;2016-9-14
O;2232;2016-9-13;GEL PO261/16;;35000804-7C;ROOM909,Bldg 17,Royal Intl.Mansion,No2 Xitieying Middle Road;Fengtai District, BEIJING CP 100069;Marítimo;USD;Letter of Credit at Sight;;IVA_EXE;14;Análisis S.;;;SHANGHAI, CHINA;CIF;104771;2016-10-24
O;2235;2016-9-13;GEL 2016/1;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;Marítimo;USD;120 Días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ASHDOD, ISRAEL;CIF;104657;2016-9-30
O;2247;2016-9-26;GEL 160919;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ST LOUIS, ME;FOB;104864;2016-11-15
O;2258;2016-10-3;GEL 4501246068;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;VILLA MERCEDES;FOB;104701;2016-10-7
O;2272;2016-10-12;GEL OC-002484-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FCA;104734;2016-10-17
O;2278;2016-10-17;GEL 18372;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;14;Análisis S. L.;;;BUENAVEBTURA-COLOMBIA;FOB;104891;2016-11-21
O;2280;2016-10-19;GEL PO264/16;;35000804-7C;ROOM909,Bldg 17,Royal Intl.Mansion,No2 Xitieying Middle Road;Fengtai District, BEIJING CP 100069;Marítimo;USD;Letter of Credit at Sight;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;104890;2016-11-21
O;2286;2016-10-21;GEL 4500774494;;36001301-4C;VED BANEN 16,DK-4623 LILLE SKENSVED;LILLE SKENSVED;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;DENMARK;FOB;104853;2016-11-10
O;2288;2016-10-21;GEL 4501366084;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;CALBUCO;FOB;;
O;2294;2016-10-26;GEL 2016I00538;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO;FOB;104968;2016-12-7
O;2304;2016-11-4;GEL 4501109632;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;USA;FOB;104903;2016-11-24
O;2307;2016-11-4;GEL 4501248337;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;105069;2017-1-6
O;2316;2016-11-15;GEL 19232;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;Marítimo;USD;75 días Fecha Factura NO USAR;;IVA_EXE;14;Análisis S.;;;BUENAVENTURA, COLOMBIA;FOB;104928;2016-11-30
O;2317;2016-11-15;GEL 161109;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;USA;FOB;105302;2017-2-28
O;2322;2016-11-21;GEL 9161;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO, BRASIL;FOB;105001;2016-12-14
O;2323;2016-11-21;GEL OC00013142;;32001103-5C;Pavas, del Liceo de Pavas 200 Oeste y 100 Norte P.O.Box 1035-1200, San José;San José;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;SAN JOSE DE COSTA RICA;FOB;104965;2016-12-6
O;2331;2016-11-30;GEL OC-06595-16;;36001931-4C;Km 26.5 Carretera al Pacifico Paso a Desnivel;Ciudad de Guatemala;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;20;Análisis S.;;;PUERTO QUETZAL;CIF;105029;2016-12-28
O;2335;2016-11-30;GEL4600206082;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GIRVAN;FOB;106028;2017-8-18
O;2341;2016-12-6;GEL;;36003802-5C;Rua De Sao Paulo, 5 - Bairro da Figueira - 2695-002-BOBADELA-LRS Lisboa Portugal;Lisboa;Marítimo;EUR;Contado;;IVA_EXE;3;Análisis S.;;;PORTUGAL;FCA;105352;2017-3-13
O;2346;2016-12-7;GEL 519962;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE, USA;;105173;2017-1-31
O;2355;2016-12-15;GEL OC-003162-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;105043;2016-12-29
O;2356;2016-12-15;GEL A6688;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;USA;CFR;105104;2017-1-12
O;2357;2016-12-16;GEL 2016.1634;;36001906-3C;BAT AGORA, 8 CHEMIN DE LESCAN. 33150 CENON;BORDEAUX;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;GEBZE, ISTANBUL;CIF;;
O;2358;2016-12-16;GEL 2016.1634;;36004703-2C;PAZARLAMA TURIZM DE DIS TICARET A.S. SERIFALI MAH. BEYIT SOK. NO: 54 34775 UMRANIYE/ISTAN;ISTANBUL;Marítimo;USD;Contado;;IVA_EXE;6;Análisis S.;;;GEBZE, ISTANBUL;CIF;105244;2017-2-15
O;2360;2016-12-16;GEL 4500780773;;36001301-4C;VED BANEN 16,DK-4623 LILLE SKENSVED;LILLE SKENSVED;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;Denmark;FOB;105195;2017-2-3
O;2364;2016-12-27;GEL OC-2016-0023;;32002806-KC;CAL. SIN NOMBRE MZA. C LOTE. 06 A.V. VILLA LAS FLORESDEL NORTE, LIMA. LIMA PUENTE PIEDRA;Lima;Marítimo;USD;Contado;;IVA_EXE;14;Análisis S.;;;LIMA;FOB;105126;2017-1-20
O;2374;2016-12-27;GEL 4600207147-1;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;105459;2017-3-31
O;2382;2016-12-30;GEL 2016/00676;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;CALLAO, PERU;FOB;105256;2017-2-17
O;2396;2017-1-9;GEL LA-001/17;;32001403-4C;AV. OCTAVIO CHACON MOSCOSO 4-103;CUENCA;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;GUAYAQUIL-ECUADOR;CFR;105301;2017-2-28
O;2397;2017-1-9;GEL LA-002/17;;32001403-4C;AV. OCTAVIO CHACON MOSCOSO 4-103;CUENCA;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;GUAYAQUIL-ECUADOR;CFR;105933;2017-7-26
O;2409;2017-1-27;GEL 4501135873 / 4501140408;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEWARK;FOB;105232;2017-2-10
O;2418;2017-2-1;GEL IE0214I17;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;105434;2017-3-30
O;2422;2017-2-3;GEL 4502601706;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS;CFR;105354;2017-3-13
O;2427;2017-2-8;GEL 9538;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;SAO PAULO BRASIL;FCA;105278;2017-2-23
O;2443;2017-2-24;GEL 4501272013;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;105398;2017-3-22
O;2443;2017-2-24;GEL 4501272013;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;105498;2017-4-13
O;2454;2017-3-3;GEL 9621;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FOB;105419;2017-3-27
O;2456;2017-3-3;GEL 520496;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;105954;2017-7-28
O;2470;2017-3-22;GEL 520616;;34501608-2C;4609 RICHLYNN  DRIVE;BELCAMP, MD 21017;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;105580;2017-4-28
O;2486;2017-4-4;GEL 384/17;;35003200-2C;PO BOX 23376, 28 th Floor, Office N02, QatarTower;Qatar;Marítimo;USD;Contado;;IVA_EXE;5;Análisis S.;;;DOHA - QATAR;CIF;105462;2017-4-5
O;2488;2017-4-6;GEL 4502622453;;32000201-KC;Av.Antartida Argentina 2269 Llavallol;Buenos Aires;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;BUENOS AIRES;CFR;105487;2017-4-10
O;2489;2017-4-6;GEL AS-05/17;;35003401-3C;Nº 44, THALAWATHUGODA ROAD,;PITAKOTTE;Marítimo;USD;TT IN ADVANCE NO USAR;;IVA_EXE;23;Análisis S.;;;SRI LANKA;CFR;105496;2017-4-12
O;2500;2017-4-6;GEL 4501281588;;32003502-3C;YAGUARON 1407 PISO 16;MONTEVIDEO;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;MONTEVIDEO;FOB;105738;2017-6-6
O;2502;2017-4-6;GEL 18273324;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;PARANAGUA;FOB;105743;2017-6-7
O;2506;2017-4-13;GEL SS17019;;34501615-5C;25 health Sciences Drive;New York;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEW YORK;FOB;106191;2017-9-29
O;2510;2017-4-17;GEL 4501164137;;34501611-2C;810 S Cincinnati Avenue 4th Floor, Tulsa OK-74119 TAX ID: 22-3514823;Tulsa;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;USA;FOB;105912;2017-7-24
O;2515;2017-4-25;GEL PO274/17;;35003702-0C;1F, NO.255, SEC 1,YUAN SHUI RD,YUANLIN, CHUNG HUA HSIEN, TAIWAN;Taiwan;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;KAOHSIUNG;CIF;105627;2017-5-16
O;2516;2017-4-25;GEL DAN 683656;;32000206-0C;Moreno 877 piso 14;Buenos Aires;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;EXW;105652;2017-5-19
O;2517;2017-4-25;GEL 2100/17 II EMB;;32001404-2C;AV. MALDONADO S28-35(SECTOR GUAJALO);QUITO;Marítimo;USD;60 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;GUAYAQUIL;CFR;105798;2017-6-28
O;2527;2017-5-9;GEL 170079.03;;36004601-KC;ROUTE DE CLEMENTY 37;NYON;DHL;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;Switzaerland;DAP;105639;2017-5-17
O;2529;2017-5-10;GEL A6784 - A6818;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;NEW YORK;CIF;105774;2017-6-20
O;2541;2017-5-11;GEL 4600211640;;34501605-8C;CROCKETTS POINT PO BOX 1589 ROCKLAND, MAINE 04841-1589  USA;ROCKLAND, MAINE;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;HALIFAX;FOB;105810;2017-6-30
O;2552;2017-5-22;GEL ALGAIA2017051;;36001945-4C;ZONE DE MENEZ BRAS;Paris;DHL;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;ESPAÑA;DAP;105689;2017-5-29
O;2557;2017-5-22;GEL 4502634352;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS;CFR;105784;2017-6-21
O;2565;2017-6-1;GEL GELY-06-17;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;GUAYAQUIL;FOB;105745;2017-6-8
O;2572;2017-6-2;GEL 4500137133;;32003505-8C;Paraguay N°2141 of. 1204 A Aguada Park , Montevideo Uruguay;Montevideo;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;EXW;105773;2017-6-19
O;2574;2017-6-2;GEL PO275/17;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;105807;2017-6-30
O;2576;2017-6-2;GEL PO276/17;;35003702-0C;1F, NO.255, SEC 1,YUAN SHUI RD,YUANLIN, CHUNG HUA HSIEN, TAIWAN;Taiwan;Aéreo;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;TAOYUAN AIRPORT;CIP;105753;2017-6-12
O;2581;2017-6-12;GEL 2Y046C;;35001802-6C;SHINAGAWA FRONTBLDG., 3 -1 3 KONAN 2-CHOME, MINATO-KU, TOKYO, 108-8216;Tokio;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;JAPAN;CFR;105893;2017-7-19
O;2584;2017-6-12;GEL 4600213192;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;UNITED KINGDOM;FOB;105808;2017-6-30
O;2602;2017-6-20;GEL 393 CH;;35001501-9C;ALJAMAILA STREET. BAGHDAD. Phone:009647504453904 Fax: 00964662560984 Email: info@burgaliraq.com;BAGHDAD;Marítimo;USD;TT IN ADVANCE NO USAR;;IVA_EXE;6;Análisis S.;;;MERSIN TURKEY;CIF;;
O;2607;2017-6-29;GEL 4502648462;;32000201-KC;Av.Antartida Argentina 2269 Llavallol;Buenos Aires;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;BUENOS AIRES;CPT;105804;2017-6-29
O;2607;2017-6-29;GEL 4502648462;;32000201-KC;Av.Antartida Argentina 2269 Llavallol;Buenos Aires;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;BUENOS AIRES;CPT;105809;2017-6-30
O;2611;2017-7-4;GEL 19686;;32000800-KC;456 Silver Creek Industrial Drive Tecumseh,ON, N8N 4Y3 CAN;Tecumseh;DHL;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CANADA;CPT;105863;2017-7-10
O;2618;2017-7-7;GEL PO279/17;;35000804-7C;ROOM909,Bldg 17,Royal Intl.Mansion,No2 Xitieying Middle Road;Fengtai District, BEIJING CP 100069;Marítimo;USD;Letter of Credit at Sight;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;105942;2017-7-27
O;2619;2017-7-7;GEL GELY-08-17;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;QUITO;FCA;105899;2017-7-20
O;2625;2017-7-10;GEL DAN 686011;;32000206-0C;Moreno 877 piso 14;Buenos Aires;Terrestre;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;ARGENTINA;FOB;105994;2017-8-8
O;2629;2017-7-10;GEL 2017/00225;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;24;Análisis S.;;;PERU;FOB;106001;2017-8-10
O;2651;2017-7-26;GEL 4501285662;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;106081;2017-8-31
O;2657;2017-8-4;GEL GELY-11-17;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Aéreo;USD;90 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;quito;FCA;106020;2017-8-16
O;2662;2017-8-10;GEL 398/17;;36001945-4C;ZONE DE MENEZ BRAS;Paris;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;FRANCIA;FOB;106084;2017-8-31
O;2714;2017-9-20;GEL 4501472784;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;Terrestre;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;;FOB;;
O;2760;2017-9-22;GEL P688153-00;;34501617-1C;San antonio 78269 Box Number 696479;Texas;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;CANADA;FOB;106263;2017-10-18
O;2762;2017-9-22;GEL 2017-091;;36004711-3C;SANAYI VE TICARET LIMITED SIRKETI BAKIRKOY YESILYURT EKIN SOK N°8 UYGUN APT.DAIRE 2;ISTANBUL;Marítimo;EUR;Contado;;IVA_EXE;5;Análisis S.;;;IRAN;FOB;106326;2017-10-31
O;2785;2017-9-28;GEL 10611;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;3;Análisis S. L.;;;BRASIL;FOB;106359;2017-11-7
O;2816;2017-10-6;GEL IPODUFIC/111955;;35000207-3C;Khaldeyah-P.O. Box No.:64,Al Khobar 31952 Kingdom of Saudi Arabia;Khobar;DHL;USD;60 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;SAUDI ARABIA;CPT;106292;2017-10-26
O;2818;2017-10-6;GEL GELY-H-012-17;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;guayaquil;FOB;106286;2017-10-25
O;2830;2017-10-11;GEL 4501303717;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;106547;2017-12-26
O;2847;2017-10-16;GEL 390/17;;36500206-1C;ROUTE BOUSMAIL LOT BELHAOUANE N°24 VILLE DE KOLEA WILAYA DE TIPAZA CP42400 ALGERIE;VILLE DE KOLEA WILAYA DE TIPAZA;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;6;Análisis S.;;;ALGER PORT;CFR;106386;2017-11-14
O;2850;2017-10-16;GEL AS-18/17;;35003401-3C;Nº 44, THALAWATHUGODA ROAD,;PITAKOTTE;Marítimo;USD;TT IN ADVANCE NO USAR;;IVA_EXE;23;Análisis S.;;;SRI LANKA;CPT;;
O;2851;2017-10-16;GEL 2017I00319;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;24;Análisis S.;;;CALLAO;FOB;106390;2017-11-16
O;2897;2017-10-24;GEL 4500142857;;32003505-8C;Paraguay N°2141 of. 1204 A Aguada Park , Montevideo Uruguay;Montevideo;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;106398;2017-11-20
O;2899;2017-10-24;GEL 4502685337;;32000701-1C;SAO BERNARDO DO CAMPO, SP RODOVIA ANCHIETA, KM 14, RUDGE RAMOS;RUDGE RAMOS;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;SANTOS PORT;CFR;106396;2017-11-20
O;2920;2017-10-30;GEL 140829278;;34501614-7C;150 SE 2ND AVE. SUITE 507 MIAMI,FL. 33131;Miami;Marítimo;USD;Contado;;IVA_EXE;14;Análisis S.;;;PUERTO CABELLO;FOB;106328;2017-10-31
O;2930;2017-10-31;GEL 20153;;32000800-KC;456 Silver Creek Industrial Drive Tecumseh,ON, N8N 4Y3 CAN;Tecumseh;DHL;USD;30 días Fecha Factura;;IVA_EXE;5;Análisis S.;;;TECUMSEH;CPT;106351;2017-11-6
O;2934;2017-10-31;GEL 4500143263;;32003505-8C;Paraguay N°2141 of. 1204 A Aguada Park , Montevideo Uruguay;Montevideo;Terrestre;USD;60 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;106509;2017-12-13
O;2975;2017-11-7;GEL 6449 / 6627 / 6727;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;Terrestre;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;106469;2017-12-6
O;3007;2017-11-13;GEL 19266460;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;Marítimo;USD;360 days;;IVA_EXE;3;Análisis S.;;;Paranagua;FOB;106584;2017-12-29
O;3008;2017-11-13;GEL 411/17;;36500208-8C;RUE DES FRERES ZEDRI 09240 BENI TAMOU BLIDA ALGER ALGERIA;ARGEL;DHL;EUR;CASH AGAINST DOCUMENT AT 45 DAYS DATE OF B/L;;IVA_EXE;6;Análisis S.;;;ALGERIA;CPT;;
O;3013;2017-11-14;GEL 4502693703;;32000201-KC;Av.Antartida Argentina 2269 Llavallol;Buenos Aires;Marítimo;USD;45 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;BUENOS AIRES;CPT;106466;2017-12-5
O;3015;2017-11-14;GEL 140829287;;34501614-7C;150 SE 2ND AVE. SUITE 507 MIAMI,FL. 33131;Miami;Marítimo;USD;Contado;;IVA_EXE;14;Análisis S.;;;PUERTO CABELLO;FOB;106542;2017-12-26
O;3030;2017-11-14;GEL SS17061  C;;34501615-5C;25 health Sciences Drive;New York;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;NEW YORK;FOB;107130;2018-5-30
O;3076;2017-11-27;GEL 29812;;32001005-5C;Carrera 50 No. 97 A sur 392, zona Industria Sierra Morena  La Estrella, Antioquia, Colombia;Medellín;DHL;USD;75 días Fecha Factura NO USAR;;IVA_EXE;14;Análisis S.;;;COLOMBIA;DDP;106461;2017-12-4
O;3080;2017-11-27;GEL PO 284/17;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;106527;2017-12-18
O;3082;2017-11-27;GEL 13/14;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;Marítimo;USD;90 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;GUAYQUIL;FOB;106450;2017-11-30
O;3088;2017-11-28;GEL 4600219183;;36003901-3C;Industrivejen 33 Sandvika 1337 0219 Berum;0219 Berum;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;1;Análisis S.;;;GRANGEMOUTH;FOB;106651;2018-1-19
O;3093;2017-11-28;GEL 7100001815;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;Terrestre;USD;45 días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FCA;107226;2018-6-25
O;3095;2017-11-28;GEL 1700005550;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;BOLIVIA;FCA;106540;2017-12-26
O;3095;2017-11-28;GEL 1700005550;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;Terrestre;USD;30 días Fecha Factura;;IVA_EXE;23;Análisis S.;;;BOLIVIA;FCA;106711;2018-2-8
O;3161;2017-12-13;GEL LA-063/17;;32003501-5C;ITUZAINGO NRO.1919 PAYSANDU;PAYSANDU;Terrestre;USD;Contado;;IVA_EXE;2;Análisis S.;;;URUGUAY;FOB;106582;2017-12-29
O;3177;2017-12-14;GEL PO 285/17;;35000804-7C;ROOM909,Bldg 17,Royal Intl.Mansion,No2 Xitieying Middle Road;Fengtai District, BEIJING CP 100069;Marítimo;USD;Letter of Credit at Sight;;IVA_EXE;14;Análisis S.;;;SHANGHAI;CIF;106660;2018-1-25
O;3225;2017-12-22;GEL PO286/17;;35003702-0C;1F, NO.255, SEC 1,YUAN SHUI RD,YUANLIN, CHUNG HUA HSIEN, TAIWAN;Taiwan;Marítimo;USD;30 días Fecha Factura;;IVA_EXE;14;Análisis S.;;;KAOSHIUNG;CIF;106658;2018-1-23
